Id,Mean,Std,TMnonouverts,NbEnvie1,NbEnvie2,NbEnvie3,Problems_nonattribue,Problems_pasassez,Problems_tropnombreux
100,1.9684684684684686,0.8093885723138262,"[5, 14, 17]",9,6,7,0,0,9
101,1.9774774774774775,0.8262858822580399,"[5, 14]",9,0,8,2,0,7
102,1.981981981981982,0.7957122877791637,"[14, 5]",9,1,7,0,0,7
103,1.972972972972973,0.812342119259643,"[14, 5]",9,12,6,1,0,7
104,2.1576576576576576,0.8333598299974101,"[14, 5]",9,4,6,2,0,6
105,2.0855855855855854,0.8597954978201662,"[14, 5]",9,13,6,5,0,5
106,1.945945945945946,0.8384195198005502,"[14, 5, 17]",9,2,9,4,0,6
107,2.09009009009009,0.8077626723447155,"[14, 5]",9,0,6,1,0,6
108,2.1531531531531534,0.8149974121847509,"[5, 17, 14]",9,7,6,2,0,10
109,2.09009009009009,0.8979569525760297,"[17, 14, 5]",7,13,6,8,0,5
110,2.0225225225225225,0.8532275358878357,"[5, 14]",9,0,7,2,0,5
111,1.9414414414414414,0.8408106913731084,"[5, 17, 14]",9,1,6,5,0,6
112,2.2027027027027026,0.7955713914012945,"[14, 5, 17]",9,11,8,1,0,8
113,2.1171171171171173,0.8427356739131012,"[17, 14, 5]",9,0,8,3,0,5
114,2.063063063063063,0.8695895872787905,"[5, 14, 17]",9,5,7,4,0,5
115,1.9864864864864864,0.7986398490019414,"[5, 14]",9,0,6,1,0,7
116,1.9774774774774775,0.8425542596687265,"[5, 14]",9,0,7,2,0,6
117,2.135135135135135,0.8181923181249439,"[5, 14, 17]",9,16,6,1,0,6
118,2.0675675675675675,0.8183044120610503,"[5, 14]",9,20,7,1,0,5
119,1.981981981981982,0.8236546082558097,"[5, 14, 17]",9,0,6,4,0,9
120,1.9864864864864864,0.8319400524964407,"[14, 5, 17]",9,0,6,1,0,5
121,2.0675675675675675,0.8508353268009726,"[17, 14, 5]",9,2,7,3,0,8
122,2.175675675675676,0.829732139759297,"[5, 14, 17]",9,5,7,3,0,6
123,2.0720720720720722,0.8095774185289925,"[14, 5]",9,12,8,1,0,4
124,1.864864864864865,0.8070558356937624,"[14, 5]",9,2,9,2,0,5
125,1.9954954954954955,0.8210893754172299,"[14, 5]",9,8,8,0,0,7
126,2.144144144144144,0.7884556971499849,"[5, 14]",9,14,8,2,0,8
127,2.0945945945945947,0.8211390210654653,"[14, 5]",7,1,6,2,0,7
128,1.9774774774774775,0.8425542596687264,"[5, 14, 17]",9,1,7,2,0,5
129,1.8963963963963963,0.7862423293933886,"[14, 17, 5]",8,1,6,0,0,7
130,1.990990990990991,0.7727894528136424,"[14, 17, 5]",9,3,9,2,0,6
131,1.9639639639639639,0.8501043633341623,"[5, 14]",9,4,6,1,0,6
132,1.90990990990991,0.7792507080877089,"[17, 14, 5]",9,5,6,3,0,5
133,2.0495495495495497,0.797209371872663,"[17, 14, 5]",9,4,8,1,0,6
134,2.130630630630631,0.8380426227880986,"[14, 5]",9,0,6,2,0,6
135,1.9864864864864864,0.8209900751144731,"[14, 5, 17]",9,13,6,1,0,9
136,1.981981981981982,0.834569626341831,"[5, 14, 17]",9,2,6,4,0,4
137,1.8963963963963963,0.8364358698255633,"[5, 17, 14]",9,12,4,4,1,8
138,2.0135135135135136,0.8480999777235869,"[14, 5]",9,15,9,2,0,7
139,2.108108108108108,0.7942252134106665,"[17, 5, 14]",9,13,7,1,0,4
140,1.972972972972973,0.8011243169520794,"[5, 17, 14]",9,1,8,1,0,8
141,2.063063063063063,0.804729001115173,"[5, 14]",9,1,8,0,1,7
142,1.9054054054054055,0.8949671080523219,"[14, 5]",9,2,7,3,0,4
143,2.045045045045045,0.7773651679208455,"[14, 5]",9,15,7,1,0,4
144,1.9504504504504505,0.8028652168061973,"[5, 17, 14]",9,0,7,2,0,7
145,2.1621621621621623,0.790675758184048,"[17, 14, 5]",9,1,6,1,0,7
146,2.0045045045045047,0.7930566774479465,"[17, 5, 14]",9,2,8,1,0,5
147,2.1486486486486487,0.7961860289754662,"[5, 14]",9,13,8,0,0,6
148,2.1576576576576576,0.7829691197310448,"[14, 5, 17]",9,5,8,1,0,7
149,2.0405405405405403,0.841876634418486,"[14, 5, 17]",9,4,6,1,0,6
150,1.9639639639639639,0.7950972839868216,"[14, 5]",9,1,6,1,0,5
151,2.081081081081081,0.8142968555519062,"[5, 14, 17]",9,3,8,3,0,6
152,2.054054054054054,0.810986080277772,"[14, 5]",9,2,8,2,0,5
153,2.036036036036036,0.7601848778220227,"[14, 5]",9,6,6,0,0,7
154,2.0675675675675675,0.8015440034905214,"[17, 5, 14]",9,17,8,0,0,7
155,2.1936936936936937,0.8256936509986116,"[14, 5]",9,2,6,4,0,4
156,2.009009009009009,0.8071568502552311,"[5, 14, 17]",9,10,6,2,0,8
157,1.981981981981982,0.7957122877791637,"[14, 5, 17]",9,1,6,1,0,5
158,2.144144144144144,0.8221684917960584,"[5, 17, 14]",9,0,8,0,0,5
159,1.9864864864864864,0.842747766807538,"[5, 17, 14]",9,7,6,1,0,8
160,1.9504504504504505,0.8626355358258082,"[14, 5]",9,3,4,6,1,6
161,2.1126126126126126,0.8775342993507631,"[14, 5]",9,3,4,7,1,7
162,2.099099099099099,0.7954048453227989,"[14, 17, 5]",9,12,8,2,0,7
163,2.135135135135135,0.8181923181249439,"[5, 14]",9,0,6,3,0,7
164,2.0765765765765765,0.8553748039283522,"[5, 14]",9,1,8,2,0,5
165,2.0,0.7959171834405434,"[14, 17, 5]",9,14,7,2,0,8
166,2.054054054054054,0.8053872662568292,"[5, 14]",9,18,8,0,0,5
167,2.099099099099099,0.7839447177267498,"[14, 5]",9,4,8,0,0,7
168,2.130630630630631,0.8326257645868876,"[17, 5, 14]",9,1,9,1,0,7
169,1.9504504504504505,0.8520801136971612,"[5, 14, 17]",9,20,9,4,0,5
170,2.0045045045045047,0.8265818387665633,"[14, 5, 17]",9,1,9,1,0,5
171,2.063063063063063,0.8591196091304082,"[5, 17, 14]",9,0,7,5,0,5
172,1.8873873873873874,0.8513621895284956,"[14, 5]",9,4,7,3,0,6
173,1.9684684684684686,0.8368743811173183,"[5, 14]",9,21,6,1,0,4
174,2.1036036036036037,0.8255455268000272,"[14, 5, 17]",9,9,6,3,0,7
175,1.954954954954955,0.8335432453407354,"[5, 14, 17]",9,3,4,4,1,5
176,2.184684684684685,0.8222800436968646,"[5, 14]",9,1,6,2,0,6
177,2.1666666666666665,0.853084192514048,"[14, 5]",9,7,9,3,0,5
178,1.990990990990991,0.8561250753919374,"[17, 14, 5]",9,0,7,4,0,7
179,2.054054054054054,0.810986080277772,"[14, 5]",9,0,6,1,0,6
180,2.018018018018018,0.7957122877791638,"[5, 14]",9,4,9,2,0,6
181,1.9639639639639639,0.8063989326099908,"[14, 5]",9,10,9,1,0,8
182,2.045045045045045,0.8602576420070012,"[14, 17, 5]",9,0,6,6,0,9
183,1.990990990990991,0.812743474086136,"[5, 14, 17]",9,3,8,1,0,6
184,2.0765765765765765,0.8230233366445513,"[5, 14]",9,14,8,1,0,5
185,2.054054054054054,0.810986080277772,"[3, 5, 14]",9,10,0,3,0,7
186,2.0045045045045047,0.8692731022089443,"[5, 14]",9,2,9,5,0,7
187,2.130630630630631,0.8271734341105517,"[5, 14]",9,0,9,0,0,7
188,2.135135135135135,0.8507275192284579,"[5, 14]",9,1,6,2,0,6
189,2.045045045045045,0.8003097521080377,"[14, 17, 5]",9,21,9,0,0,5
190,2.036036036036036,0.8119907710498862,"[14, 5]",9,25,6,1,0,5
191,1.9864864864864864,0.8427477668075382,"[5, 17, 14]",9,0,6,1,0,4
192,1.8918918918918919,0.8222180722870908,"[14, 17, 5]",9,9,6,4,0,7
193,1.954954954954955,0.8335432453407354,"[14, 5]",9,9,8,3,0,5
194,2.0495495495495497,0.808481496456733,"[5, 14, 17]",9,10,7,3,0,8
195,2.009009009009009,0.8401195292622844,"[5, 14, 17]",9,1,9,2,0,4
196,2.1396396396396398,0.809086326687362,"[5, 14]",9,3,9,1,0,7
197,2.063063063063063,0.7990863479500622,"[5, 14]",9,9,6,1,0,8
198,2.0720720720720722,0.7869031081203345,"[14, 17, 5]",9,0,8,1,0,7
199,2.0585585585585586,0.8879248743718297,"[5, 14]",9,13,6,6,0,7
200,1.990990990990991,0.8666312319701862,"[5, 14]",9,0,5,5,0,6
201,2.009009009009009,0.8015312889452847,"[5, 14]",9,2,8,0,0,4
202,1.9639639639639639,0.8606840163910875,"[17, 5, 14]",9,2,9,4,0,6
203,2.045045045045045,0.8496726799892614,"[17, 5, 14]",9,2,6,5,0,5
204,2.1621621621621623,0.7674431963066027,"[14, 5]",9,2,8,0,0,7
205,2.0585585585585586,0.8408106913731084,"[5, 14]",9,13,8,1,0,6
206,2.144144144144144,0.8054884900699929,"[17, 5, 14]",9,10,6,3,0,7
207,2.099099099099099,0.845054336574809,"[17, 5, 14]",9,11,6,4,0,6
208,1.927927927927928,0.8316337484822821,"[14, 5]",9,13,6,2,0,6
209,2.0765765765765765,0.8119531175814391,"[17, 14, 5]",9,2,9,1,0,6
210,2.018018018018018,0.7900052348985382,"[17, 14, 5]",9,25,6,1,0,6
211,2.1396396396396398,0.8579444316698802,"[5, 14]",9,5,6,4,0,6
212,2.0720720720720722,0.8151474531320843,"[14, 17, 5]",9,3,8,1,0,8
213,1.954954954954955,0.8115388141244638,"[14, 5, 17]",9,14,6,0,0,6
214,2.0585585585585586,0.8354117816811469,"[14, 5]",9,18,7,2,0,7
215,2.0495495495495497,0.8413922822600971,"[14, 5]",9,4,9,1,0,5
216,2.0765765765765765,0.8658900638688374,"[5, 14, 17]",9,23,7,4,0,3
217,1.9864864864864864,0.809892064367318,"[5, 14]",9,11,8,2,0,7
218,1.981981981981982,0.8070053236714508,"[5, 17, 14]",9,1,8,0,0,7
219,2.018018018018018,0.760828103048786,"[5, 14]",9,8,9,0,0,8
220,1.990990990990991,0.8561250753919374,"[14, 17, 5]",9,17,6,5,0,7
221,1.9504504504504505,0.7741729054797652,"[14, 17, 5]",9,2,4,1,1,5
222,1.954954954954955,0.8549815418333836,"[5, 14]",9,0,7,2,0,6
