Id,Mean,Std,Problems,TMnonouverts,NbEnvie1,NbEnvie2,NbEnvie3
4592,2.1036036036036037,0.8310085382083571,"['204 non attribué', '116 non attribué', (6, 'Trop nombreux : 17>16')]","[3, 14, 5, 17, 26]",6,7,0
4593,2.018018018018018,0.7726311862073174,"[(20, 'Trop nombreux : 19>8'), '73 non attribué', '186 non attribué']","[5, 14, 17]",5,7,5
4594,2.0720720720720722,0.820679684227275,"['78 non attribué', '67 non attribué', '161 non attribué', (27, 'Trop nombreux : 7>5'), '35 non attribué', (2, 'Trop nombreux : 12>6'), (1, 'Pas assez : 1<3.0')]","[3, 29, 5, 14, 17]",1,12,0
4595,2.0720720720720722,0.7576065158056406,"[(20, 'Trop nombreux : 15>8'), '143 non attribué', (27, 'Trop nombreux : 7>5'), '73 non attribué']","[14, 17, 29, 5]",3,8,9
4596,2.0765765765765765,0.8007298655844591,"['143 non attribué', '24 non attribué', '204 non attribué', '67 non attribué', '102 non attribué', '122 non attribué', '174 non attribué', '212 non attribué', (27, 'Trop nombreux : 9>5'), (3, 'Pas assez : 1<3.0'), (15, 'Pas assez : 4<6.0')]","[26, 5, 14]",6,8,2
4597,2.0,0.8238525545716346,"[(6, 'Trop nombreux : 21>16'), '68 non attribué', '196 non attribué', '120 non attribué', '143 non attribué', '229 non attribué']","[14, 5]",5,8,5
4598,2.130630630630631,0.7763813021301699,"[(6, 'Trop nombreux : 21>16'), '200 non attribué', (1, 'Pas assez : 2<3.0'), (3, 'Pas assez : 2<3.0')]","[5, 14, 17]",3,8,4
4599,2.0585585585585586,0.7617517877551315,"['143 non attribué', (6, 'Trop nombreux : 23>16'), (3, 'Pas assez : 1<3.0')]","[29, 17, 5, 14]",9,8,2
4600,2.1216216216216215,0.7836456634635528,"[(6, 'Trop nombreux : 18>16'), (1, 'Pas assez : 2<3.0')]","[17, 14, 5]",3,8,9
4601,2.0405405405405403,0.8631079669441254,"['104 non attribué', '24 non attribué', '204 non attribué', (27, 'Trop nombreux : 7>5'), '161 non attribué', (2, 'Trop nombreux : 11>6'), (1, 'Pas assez : 2<3.0'), '35 non attribué', (32, 'Pas assez : 1<3.0')]","[5, 17, 14]",3,11,6
4602,2.054054054054054,0.7531272700199773,"['134 non attribué', (20, 'Trop nombreux : 21>8'), (8, 'Pas assez : 2<4.0')]","[29, 14, 5, 26]",4,7,7
4603,2.0720720720720722,0.7869031081203346,"[(7, 'Trop nombreux : 13>12'), '43 non attribué']","[14, 5, 17, 26]",5,6,9
4604,2.0585585585585586,0.7908948444176505,"[(3, 'Pas assez : 1<3.0'), (7, 'Trop nombreux : 19>12'), '161 non attribué', '186 non attribué', (13, 'Trop nombreux : 14>12'), (8, 'Pas assez : 2<4.0'), (1, 'Pas assez : 2<3.0')]","[14, 17, 5]",2,8,2
4605,2.009009009009009,0.7786227020423082,"[(7, 'Trop nombreux : 18>12'), '73 non attribué', (1, 'Pas assez : 2<3.0')]","[10, 14, 29, 5, 26]",2,8,9
4606,1.9954954954954955,0.7930566774479465,"['161 non attribué', (7, 'Trop nombreux : 18>12')]","[32, 14, 26, 5, 29, 17]",9,7,9
4607,2.0855855855855854,0.7710070803704266,"['122 non attribué', (20, 'Trop nombreux : 20>8'), (15, 'Pas assez : 3<6.0'), (1, 'Pas assez : 1<3.0'), (32, 'Pas assez : 1<3.0')]","[29, 5, 17, 14]",1,8,6
4608,2.144144144144144,0.7651557301266483,"[(6, 'Trop nombreux : 19>16'), (3, 'Pas assez : 1<3.0'), '200 non attribué']","[17, 5, 14]",3,7,2
4609,2.099099099099099,0.8233575995527498,"['35 non attribué', (6, 'Trop nombreux : 20>16')]","[17, 29, 14, 26, 5]",9,6,9
4610,2.1216216216216215,0.7836456634635528,"['116 non attribué', '73 non attribué', (20, 'Trop nombreux : 22>8')]","[32, 14, 17, 5]",3,8,9
4611,2.09009009009009,0.790778865149106,"['190 non attribué', '50 non attribué', (2, 'Trop nombreux : 7>6'), (6, 'Trop nombreux : 20>16'), '35 non attribué', (32, 'Pas assez : 1<3.0')]","[17, 5, 14, 26]",7,7,5
4612,2.081081081081081,0.7626476284371552,"[(7, 'Trop nombreux : 13>12'), (19, 'Trop nombreux : 3>2')]","[29, 5, 17, 14]",6,8,7
4613,2.0045045045045047,0.7698959661033118,"[(20, 'Trop nombreux : 12>8'), (2, 'Trop nombreux : 7>6'), '43 non attribué', '105 non attribué']","[14, 5, 26, 29, 17]",9,7,9
4614,2.0585585585585586,0.8078762134098192,"['63 non attribué', '217 non attribué', (27, 'Trop nombreux : 7>5'), '2 non attribué', '105 non attribué', (13, 'Trop nombreux : 13>12'), '43 non attribué', (15, 'Pas assez : 4<6.0'), (32, 'Pas assez : 1<3.0')]","[5, 17, 14]",4,8,5
4615,2.108108108108108,0.8546000239465454,"['194 non attribué', (1, 'Pas assez : 1<3.0'), '4 non attribué', '67 non attribué', '97 non attribué', (27, 'Trop nombreux : 10>5'), '35 non attribué']","[3, 5, 14, 29, 26, 17]",1,7,0
4616,2.1171171171171173,0.7756327294653673,"[(7, 'Trop nombreux : 15>12'), (32, 'Pas assez : 1<3.0')]","[17, 14, 5]",3,8,8
4617,2.108108108108108,0.8111368632260447,"[(20, 'Trop nombreux : 9>8'), (27, 'Trop nombreux : 7>5'), '2 non attribué', '43 non attribué', '105 non attribué', '73 non attribué', (32, 'Pas assez : 1<3.0'), (3, 'Pas assez : 2<3.0'), '152 non attribué']","[29, 5, 14]",7,6,3
4618,2.0855855855855854,0.7531949261076852,"[(2, 'Trop nombreux : 9>6'), (8, 'Pas assez : 1<4.0'), (30, 'Trop nombreux : 9>8'), '35 non attribué']","[17, 14, 5, 26]",5,9,5
4619,1.9504504504504505,0.8195986076270692,"['204 non attribué', '67 non attribué', (7, 'Trop nombreux : 18>12'), (19, 'Trop nombreux : 3>2'), (1, 'Pas assez : 1<3.0'), (10, 'Pas assez : 1<2.0')]","[3, 5, 29, 17, 14]",1,8,0
4620,2.1171171171171173,0.7872138708948209,"[(2, 'Trop nombreux : 7>6'), '143 non attribué', (6, 'Trop nombreux : 21>16'), '200 non attribué', (3, 'Pas assez : 1<3.0'), (1, 'Pas assez : 1<3.0')]","[17, 5, 14]",1,7,2
4621,2.036036036036036,0.7950972839868216,"[(7, 'Trop nombreux : 15>12'), '51 non attribué', '204 non attribué', '116 non attribué', '186 non attribué', (27, 'Trop nombreux : 9>5'), (10, 'Pas assez : 1<2.0')]","[3, 17, 14, 5]",4,8,0
4622,2.0045045045045047,0.7930566774479464,"['133 non attribué', (7, 'Trop nombreux : 18>12'), '35 non attribué', (32, 'Pas assez : 2<3.0'), (1, 'Pas assez : 2<3.0')]","[14, 17, 5, 26]",3,7,9
4623,2.144144144144144,0.7532355168433921,"[(2, 'Trop nombreux : 9>6'), (3, 'Pas assez : 2<3.0'), (32, 'Pas assez : 1<3.0')]","[17, 29, 14, 5]",6,9,4
4624,1.990990990990991,0.7844125737718138,"['143 non attribué', '73 non attribué', (20, 'Trop nombreux : 15>8')]","[14, 29, 5]",6,8,5
4625,1.9954954954954955,0.899963537460212,"['63 non attribué', '67 non attribué', '116 non attribué', (6, 'Trop nombreux : 17>16'), '68 non attribué', '196 non attribué', '120 non attribué', '143 non attribué', '229 non attribué', (1, 'Pas assez : 2<3.0')]","[14, 5, 17]",2,7,5
4626,2.0945945945945947,0.7873821495197958,"[(2, 'Trop nombreux : 11>6'), '35 non attribué', (32, 'Pas assez : 2<3.0')]","[5, 17, 14, 26, 29]",6,11,9
4627,1.9954954954954955,0.8320380459656691,"['67 non attribué', (7, 'Trop nombreux : 18>12'), (8, 'Pas assez : 3<4.0'), '43 non attribué', '161 non attribué', '186 non attribué']","[14, 26, 5, 17]",6,7,5
4628,2.1396396396396398,0.7570817130479006,"[(20, 'Trop nombreux : 10>8'), (6, 'Trop nombreux : 23>16'), '147 non attribué', (3, 'Pas assez : 2<3.0')]","[29, 5, 17, 14]",7,7,4
4629,2.036036036036036,0.8119907710498862,"[(20, 'Trop nombreux : 10>8'), '105 non attribué', '116 non attribué', (27, 'Trop nombreux : 9>5'), '43 non attribué', '35 non attribué']","[5, 14, 17, 26]",3,6,5
4630,2.144144144144144,0.7941738853197862,"['228 non attribué', (27, 'Trop nombreux : 7>5'), (2, 'Trop nombreux : 9>6'), '35 non attribué']","[17, 5, 29, 14]",6,9,6
4631,2.081081081081081,0.756691239149206,"['63 non attribué', (6, 'Trop nombreux : 20>16'), '68 non attribué', (3, 'Pas assez : 1<3.0')]","[14, 26, 17, 5]",4,8,2
4632,2.0765765765765765,0.7359489155686614,"[(3, 'Pas assez : 2<3.0'), (6, 'Trop nombreux : 22>16'), (8, 'Pas assez : 1<4.0')]","[5, 14, 17]",3,7,4
4633,2.0855855855855854,0.7998129698620862,"['67 non attribué', '122 non attribué', '161 non attribué', (27, 'Trop nombreux : 8>5'), (2, 'Trop nombreux : 7>6'), (19, 'Trop nombreux : 4>2'), (32, 'Pas assez : 2<3.0')]","[17, 14, 29, 5]",4,7,7
4634,2.0855855855855854,0.7941353870744926,"['228 non attribué', (3, 'Pas assez : 1<3.0'), '35 non attribué']","[17, 14, 5, 29]",3,7,2
4635,2.0720720720720722,0.8039687946906965,"['30 non attribué', '50 non attribué', (6, 'Trop nombreux : 25>16'), (10, 'Pas assez : 1<2.0'), '35 non attribué']","[14, 29, 26, 5]",9,6,9
4636,1.972972972972973,0.812342119259643,"[(7, 'Trop nombreux : 15>12'), (15, 'Pas assez : 4<6.0'), '35 non attribué', '51 non attribué', '46 non attribué', '67 non attribué', '161 non attribué', '186 non attribué', (27, 'Trop nombreux : 7>5')]","[10, 17, 5, 14]",9,7,5
4637,2.144144144144144,0.7710467334093961,"['63 non attribué', '161 non attribué', (6, 'Trop nombreux : 18>16'), (2, 'Trop nombreux : 10>6'), (32, 'Pas assez : 2<3.0')]","[5, 26, 14, 17]",3,10,7
4638,2.063063063063063,0.8158972439879524,"['194 non attribué', (3, 'Pas assez : 1<3.0'), (6, 'Trop nombreux : 20>16')]","[5, 26, 17, 14]",7,7,2
